Division,District,Upazila,Area (km²),Population,Pop. Density (/km²),Urban Pop. %,Main Economic Activity,Literacy Rate (%),Primary Schools,Secondary Schools,Colleges/Univ.,Madrasas,Net Enrolment Rate (%),District Hospitals,Upazila Health Complexes,Community Clinics,Registered Doctors,Nurses/Midwives,Immunisation Coverage (%),MMR (per 100k live births),Paved Road (% of total),Total Road Length (km),Electricity Access (%),Internet Penetration (%),Mobile Coverage (%),Bank Branches,Weekly Markets (Haats),Cultivable Land (%),Irrigated Land (%),Rice,Jute,Wheat,Vegetables,Fisheries,Tea,Agri Households (%),Safe Water Access (%),Improved Sanitation (%),Arsenic Risk Level,Surface Water Dependency,Water Treatment Plants,Open Defecation (%),Flood Risk,Cyclone Risk,Drought Risk,Riverbank Erosion,Climate Vulnerability,Disaster Mgmt (UDMCs),Cyclone Shelters,No. of Unions,Pourashava (Municipality),Pourashava Wards,Parliamentary Constituency,Land Registration Offices,Police Stations/Outposts,Poverty Rate (%),HDI Index,Remittance Dependency,NGO Presence (count),Microfinance Institutions,Food Security Level,Labour Force (est.),Unemployment Rate (%),Agriculture Workers (%),Industry Workers (%),Service Workers (%),RMG Presence,Informal Economy (%),Child Labour (%),Overseas Migration,Sex Ratio (F per 100M),Child Marriage Rate (%),Women's Education (%),Female Labour Force (%),Women in Local Govt (%),Skilled Birth Attendance (%),Girls in School (%),GBV Support Centre,Highway Length (km),Railway Station,River/Launch Port,Ferry Service,Airport/Airstrip,Bus Terminal,Major Bridges,Key River(s),Nearest Seaport,Avg. Household Size,Pucca Housing (%),Semi-Pucca Housing (%),Kutcha Housing (%),Overcrowding (%),TV Ownership (%),Mobile Phone Ownership (%),Primary Cooking Fuel,Avg. Rooms per HH,Muslim (%),Hindu (%),Buddhist (%),Christian & Other (%),Ethnic/Indigenous Groups,Primary Language(s),Smartphone Users (%),Mobile Financial Services (%),E-Commerce Activity,Digital Service Centres,Internet Cafes,Online Banking Users (%),Registered Freelancers,4G Coverage,MFS Agent Points
Barisal,Patuakhali,Dashmina,318.49,168000,527,13,"Fishing, Agriculture",64.4,75,21,4,12,75.9,2,3,8,55,120,89.3,317,56,668.3,64.7,40.6,82.6,5,12,59.2,39.0,Yes,Some,Some,Yes,Yes,No,61.5,70.3,51.3,Medium,Yes,0,6.6,Very High,Very High,Low,High,Very High,UDMCs,10,11,1,16.0,Constituency 29,2,2,20.1,0.54,Low,12,8,Medium,80038,2.7,43.6,7.6,48.8,No,84.3,7.2,Low,105.0,40.3,56.2,26.7,38.5,74.7,48.5,No,11.6,No,Yes,Yes,No,Partial,6,"Kirtankhola, Bishkhali, Meghna",Mongla,3.79,23.9,35.0,41.1,37.5,34.0,75.7,Biomass/Wood,3.8,91.0,12.8,0.5,0.0,Bengali,Bengali (Standard),38.3,61.0,Low,2,0,23.8,19,Limited,48
Barisal,Patuakhali,Dumki,115.32,98000,850,14,Agriculture,65.0,34,11,2,6,70.4,1,1,5,28,63,87.0,289,21,121.4,60.1,34.1,74.3,3,7,56.5,69.7,Yes,Some,Some,Yes,Some,No,51.7,63.3,64.6,Medium,Yes,0,9.9,Very High,Very High,Low,High,Very High,UDMCs,5,4,1,15.0,Constituency 30,1,1,31.9,0.601,Low,7,3,Medium,50330,6.0,44.3,15.9,39.8,No,79.6,9.9,Low,99.6,46.6,67.7,28.2,34.6,73.1,51.2,No,37.3,No,Yes,Yes,No,Partial,2,"Kirtankhola, Bishkhali, Meghna",Mongla,4.09,18.9,53.3,27.8,29.4,37.1,74.6,Biomass/Wood,2.4,85.3,13.6,0.2,0.8,Bengali,Bengali (Standard),37.1,45.9,Low,1,0,33.3,2,Limited,27
Barisal,Patuakhali,Galachipa,1011.04,315000,311,14,"Fishing, Agriculture",63.3,144,34,7,19,66.0,3,5,16,120,231,87.3,296,55,878.9,69.3,24.2,81.0,10,20,56.8,52.6,Yes,Some,Some,Yes,Yes,No,55.7,62.6,80.3,Medium,Yes,1,12.2,Very High,Very High,Low,High,Very High,UDMCs,8,35,0,,Constituency 31,6,4,24.9,0.525,Medium,15,14,Medium,145191,4.3,54.8,10.7,34.5,No,84.9,8.6,Medium,105.8,47.4,56.5,35.3,35.7,65.8,49.6,No,42.3,Yes,Yes,Yes,No,Yes,13,"Kirtankhola, Bishkhali, Meghna",Mongla,4.19,23.2,32.9,43.9,35.2,49.5,75.4,Biomass/Wood,2.5,92.3,13.4,0.4,0.0,Bengali,Bengali (Standard),35.5,63.0,Low,3,0,31.7,8,Limited,57
Barisal,Patuakhali,Kalapara,1002.45,298000,297,16,"Fishing, Agriculture",66.4,108,36,7,18,70.7,3,5,14,77,226,74.4,274,53,2279.3,62.5,35.5,77.3,8,19,56.0,53.3,Yes,Some,Some,Yes,Yes,No,55.1,68.2,52.0,Medium,Yes,1,6.5,Very High,Very High,Low,High,Very High,UDMCs,13,38,0,,Constituency 32,6,3,25.9,0.555,Medium,29,13,Medium,148407,3.9,44.7,19.0,36.3,No,83.4,10.5,Low,102.7,46.0,55.0,35.3,33.2,65.5,52.3,Partial,38.2,No,Yes,Yes,No,Yes,18,"Kirtankhola, Bishkhali, Meghna",Mongla,4.87,21.3,30.9,47.8,29.4,53.6,77.5,Biomass/Wood,3.2,85.4,12.8,0.8,0.9,Bengali,Bengali (Standard),43.7,48.4,Low,3,7,26.7,25,Partial,61
Barisal,Patuakhali,Mirzaganj,213.54,138000,646,14,Agriculture,64.1,54,19,3,7,84.7,1,2,7,55,82,70.4,286,30,494.2,57.1,22.9,71.4,5,9,60.3,29.6,Yes,Some,Some,Yes,Some,No,65.3,67.4,63.5,Medium,Yes,0,10.1,Very High,Very High,Low,High,Very High,UDMCs,8,9,0,,Constituency 33,1,2,33.8,0.581,Medium,10,5,Medium,66315,5.3,58.7,17.8,23.5,No,82.4,8.1,Low,98.1,47.2,57.6,29.6,27.4,69.3,50.5,No,36.3,Yes,Yes,Yes,No,Yes,3,"Kirtankhola, Bishkhali, Meghna",Mongla,4.52,22.8,42.7,34.5,28.7,60.6,72.1,Biomass/Wood,3.6,89.1,6.3,0.1,4.4,Bengali,Bengali (Standard),33.3,56.1,Low,1,0,22.1,14,Limited,25
Barisal,Patuakhali,Patuakhali Sadar,462.16,295000,638,32,"Trade, Services",74.4,134,41,8,17,75.2,3,6,14,106,167,85.6,284,53,696.9,75.3,47.4,73.8,7,21,36.9,40.0,Yes,Some,Some,Yes,Some,No,57.4,77.8,91.9,Low,Yes,1,4.0,Very High,Very High,Low,High,Very High,UDMCs,20,18,1,14.0,Constituency 34,3,3,15.3,0.615,Medium,26,10,High,149955,5.5,43.1,20.4,36.5,Some,79.9,7.2,Low,99.4,33.4,54.5,27.6,31.2,74.6,52.7,Yes,39.7,No,Yes,Yes,No,Yes,8,"Kirtankhola, Bishkhali, Meghna",Mongla,4.91,35.0,37.1,27.9,18.7,65.4,78.3,LPG/Biomass,2.8,90.4,13.5,0.1,0.0,Bengali,Bengali (Standard),33.9,73.5,Medium,4,3,43.2,12,Partial,53
Barisal,Patuakhali,Rangabali,482.33,95000,197,10,Fishing,60.7,36,10,2,7,73.3,1,1,4,38,65,79.0,285,43,709.1,47.3,13.4,67.4,3,5,43.8,81.3,Yes,Some,Some,Yes,Yes,No,56.4,64.2,56.6,Low,Yes,0,11.6,Very High,Very High,Low,High,Very High,UDMCs,6,16,1,17.0,Constituency 35,3,1,29.5,0.586,Low,4,5,Medium,46886,4.5,42.2,14.3,43.5,No,76.6,8.5,Medium,96.5,44.3,57.2,33.0,35.7,77.3,52.5,No,28.0,No,Yes,Yes,No,Partial,8,"Kirtankhola, Bishkhali, Meghna",Mongla,5.13,18.9,31.7,49.4,32.3,52.9,71.3,Biomass/Wood,2.9,87.7,7.1,0.6,4.5,Bengali,Bengali (Standard),33.3,45.8,Low,1,0,6.8,8,Limited,21
Barisal,Pirojpur,Bhandaria,212.91,155000,728,16,Agriculture,63.7,61,18,4,12,82.3,2,3,7,48,89,83.7,289,23,471.0,57.0,25.6,81.7,4,12,56.2,49.7,Yes,Some,Some,Yes,Some,No,63.4,69.1,73.7,Medium,Yes,0,11.9,Very High,Very High,Low,High,Very High,UDMCs,5,7,1,14.0,Constituency 36,1,2,22.4,0.614,Medium,15,8,Medium,78973,5.3,49.9,16.0,34.1,No,70.4,10.1,Medium,100.7,35.4,58.3,37.1,31.5,71.8,48.7,Partial,20.2,No,Yes,Yes,No,Yes,3,"Kirtankhola, Bishkhali, Meghna",Mongla,4.17,32.8,38.2,29.0,32.6,41.4,80.5,Biomass/Wood,2.1,87.0,12.0,0.6,0.3,Bengali,Bengali (Standard),39.5,67.0,Low,2,4,22.7,4,Partial,29
Barisal,Pirojpur,Kawkhali,176.23,128000,727,15,Agriculture,58.3,45,15,3,8,70.8,1,2,6,47,77,80.4,280,45,425.9,58.0,26.6,82.2,4,10,57.8,59.8,Yes,Some,Some,Yes,Some,No,63.3,64.1,66.8,Low,Yes,0,10.9,Very High,Very High,Low,High,Very High,UDMCs,6,6,1,16.0,Constituency 37,1,2,17.8,0.58,Low,9,4,High,64386,3.5,41.5,11.8,46.7,No,74.8,10.6,Low,97.7,41.4,55.6,32.8,28.2,61.8,49.3,No,35.0,No,Yes,Yes,No,Yes,2,"Kirtankhola, Bishkhali, Meghna",Mongla,4.31,17.1,31.6,51.3,37.9,43.2,77.5,Biomass/Wood,2.8,89.6,9.3,0.1,0.9,Bengali,Bengali (Standard),45.9,48.0,Low,2,0,29.2,14,Limited,30
Barisal,Pirojpur,Mathbaria,406.23,248000,611,16,"Agriculture, Fishing",58.0,86,31,6,18,71.4,3,3,13,89,172,81.8,317,42,471.0,68.8,36.5,74.5,6,19,71.1,53.5,Yes,Some,Some,Yes,Yes,No,53.3,54.8,59.4,Low,Yes,1,8.8,Very High,Very High,Low,High,Very High,UDMCs,9,16,1,17.0,Constituency 38,2,3,31.2,0.553,Low,21,8,Medium,123381,5.3,51.3,20.1,28.6,No,81.4,6.9,Medium,97.0,42.5,56.4,38.4,29.6,63.5,49.4,Partial,11.6,No,Yes,Yes,No,Partial,6,"Kirtankhola, Bishkhali, Meghna",Mongla,3.75,32.6,41.4,26.0,45.4,49.4,80.6,Biomass/Wood,3.4,89.2,12.2,0.3,0.0,Bengali,Bengali (Standard),38.3,55.3,Low,3,5,24.1,2,Partial,47
Barisal,Pirojpur,Nazirpur,279.87,208000,743,15,Agriculture,69.8,72,23,5,14,84.1,2,4,9,88,146,76.9,302,34,413.7,62.1,41.6,86.6,7,11,49.2,39.6,Yes,Some,Some,Yes,Some,No,55.5,67.3,67.0,Medium,Yes,1,6.7,Very High,Very High,Low,High,Very High,UDMCs,5,10,1,16.0,Constituency 39,1,3,30.9,0.597,Medium,7,12,Medium,95836,3.7,54.6,22.5,22.9,No,82.8,9.9,Low,103.8,39.0,54.1,30.2,28.0,69.7,47.6,No,9.7,No,Yes,Yes,No,Partial,4,"Kirtankhola, Bishkhali, Meghna",Mongla,4.93,29.1,47.8,23.1,27.0,43.8,71.6,Biomass/Wood,3.1,88.5,8.4,0.6,2.4,Bengali,Bengali (Standard),36.7,53.3,Low,2,0,17.7,0,Limited,34
Barisal,Pirojpur,Pirojpur Sadar,340.35,248000,729,30,"Trade, Agriculture",66.7,110,28,6,17,77.5,2,4,12,98,158,84.6,284,65,366.6,66.4,33.6,78.1,7,16,48.3,61.7,Yes,Some,Some,Yes,Some,No,38.2,74.9,63.0,Medium,Yes,1,6.8,Very High,Very High,Low,High,Very High,Partial,17,15,1,13.0,Constituency 40,2,3,30.7,0.613,Low,11,13,Medium,125879,5.3,39.8,24.7,35.5,Some,66.2,6.2,Medium,101.6,34.1,63.7,29.7,37.3,80.8,52.4,Partial,47.7,No,Yes,Yes,No,Yes,7,"Kirtankhola, Bishkhali, Meghna",Mongla,4.53,35.9,24.5,39.6,32.2,52.7,75.9,LPG/Biomass,2.4,87.6,8.1,0.3,3.9,Bengali,Bengali (Standard),38.9,65.2,Low,4,7,38.4,35,Partial,69
Barisal,Pirojpur,Nesarabad,265.44,192000,723,15,Agriculture,59.6,77,27,4,13,76.7,2,4,10,59,135,77.9,314,36,576.2,51.5,28.0,82.1,5,13,53.8,61.9,Yes,Some,Some,Yes,Some,No,55.3,65.0,67.9,Low,Yes,1,9.7,Very High,Very High,Low,High,Very High,Partial,7,11,0,,Constituency 41,1,2,37.6,0.603,Medium,9,6,Low,92618,4.9,49.9,11.9,38.2,No,80.3,10.2,Medium,97.1,45.2,61.2,31.8,36.3,61.5,49.7,No,18.6,No,Yes,Yes,No,Partial,4,"Kirtankhola, Bishkhali, Meghna",Mongla,3.82,23.1,41.8,35.1,30.4,56.6,69.3,Biomass/Wood,3.2,90.3,6.1,0.7,2.8,Bengali,Bengali (Standard),45.6,63.0,Low,2,0,22.1,1,Limited,45
Barisal,Pirojpur,Zianagar,183.56,138000,752,13,Agriculture,64.2,58,16,3,10,78.3,1,3,7,55,83,78.4,288,50,306.8,47.1,32.6,68.2,4,10,58.9,59.6,Yes,Some,Some,Yes,Some,No,67.4,54.1,68.5,Low,Yes,0,10.9,Very High,Very High,Low,High,Very High,UDMCs,3,6,1,10.0,Constituency 42,1,2,25.8,0.583,Low,6,4,Medium,70774,5.4,44.5,18.3,37.2,No,81.8,10.7,Low,101.9,47.9,57.2,34.8,30.3,65.5,52.1,No,10.0,No,Yes,Yes,No,Partial,3,"Kirtankhola, Bishkhali, Meghna",Mongla,3.99,31.6,30.7,37.7,20.5,47.7,74.5,Biomass/Wood,2.7,86.4,11.6,0.9,1.0,Bengali,Bengali (Standard),29.4,44.6,Low,2,0,15.5,5,Limited,28
Chittagong,Bandarban,Ali Kadam,1046.26,58000,55,8,"Agriculture, Forestry",73.2,30,8,1,3,75.2,1,1,2,22,44,83.7,303,46,1928.9,58.9,21.3,75.7,1,3,71.5,38.6,Yes,Some,Some,Yes,Some,No,49.7,61.3,61.7,Low,Some,0,8.1,High,High,Low,Medium,High,UDMCs,2,48,1,18.0,Constituency 43,6,1,23.1,0.65,Low,3,1,Medium,28791,4.4,56.3,8.4,35.3,No,87.1,11.2,Medium,103.1,39.4,61.3,35.4,29.5,65.4,54.6,No,31.6,No,Yes,No,No,Partial,17,"Karnaphuli, Halda, Feni, Meghna",Chittagong,4.61,26.6,33.8,39.6,30.9,40.7,80.9,Biomass/Wood,3.8,39.5,20.0,35.7,6.3,"Chakma, Marma, Tripura, Bengali","Chakma, Marma, Bengali",51.3,63.9,Low,1,0,9.0,4,Limited,15
Chittagong,Bandarban,Bandarban Sadar,1167.52,118000,101,35,"Tourism, Trade",72.4,52,16,2,6,87.1,1,2,6,43,94,74.3,267,49,1379.1,65.9,38.2,72.0,3,7,51.4,34.6,Yes,Some,Some,Yes,Some,No,44.6,63.3,47.1,Low,Yes,0,5.4,High,High,Low,Low,High,UDMCs,7,38,1,10.0,Constituency 44,7,2,19.3,0.693,Medium,10,6,High,58601,3.0,36.5,32.2,31.3,Some,75.9,8.0,Low,100.8,38.3,56.0,30.9,34.8,69.0,50.7,Yes,25.8,No,Yes,No,No,Yes,20,"Karnaphuli, Halda, Feni, Meghna",Chittagong,4.48,40.7,25.2,34.1,34.9,61.4,76.9,LPG/Biomass,3.3,45.2,12.1,39.6,7.3,"Chakma, Marma, Tripura, Bengali","Chakma, Marma, Bengali",63.3,60.8,Medium,1,2,21.8,16,Partial,22
Chittagong,Bandarban,Lama,787.38,125000,159,12,"Agriculture, Forestry",72.9,51,17,3,6,66.5,1,2,5,46,85,83.9,314,35,1844.2,59.4,26.5,74.8,3,9,53.6,66.7,Yes,Some,Some,Yes,Some,No,56.0,79.3,78.5,Low,Yes,0,10.8,High,High,Low,Low,High,UDMCs,6,36,0,,Constituency 45,5,2,23.4,0.618,Low,8,6,Medium,61342,5.5,47.1,5.0,47.9,No,75.9,10.2,Medium,98.1,46.2,54.2,24.5,29.8,80.0,53.4,No,45.5,No,Yes,No,No,Partial,13,"Karnaphuli, Halda, Feni, Meghna",Chittagong,4.15,12.8,40.9,46.3,33.0,50.8,74.8,Biomass/Wood,2.4,24.3,39.7,30.5,3.4,"Chakma, Marma, Tripura, Bengali","Chakma, Marma, Bengali",53.2,56.0,Low,1,0,22.1,1,Limited,21
Chittagong,Bandarban,Naikhongchhari,1076.41,68000,63,8,"Agriculture, Forestry",70.6,30,9,1,3,69.0,1,1,3,25,45,88.1,291,47,1818.3,57.3,31.4,74.9,1,4,60.2,64.5,Yes,Some,Some,Yes,Some,No,63.6,68.1,54.3,Low,Yes,0,12.5,High,High,Low,Low,High,UDMCs,4,37,0,,Constituency 46,7,1,15.3,0.635,Low,2,3,High,31948,3.6,48.8,11.7,39.5,No,78.3,10.6,Medium,99.6,47.4,63.9,32.6,35.8,60.1,47.0,No,42.2,Yes,Yes,Yes,No,Partial,20,"Karnaphuli, Halda, Feni, Meghna",Chittagong,4.24,13.8,39.9,46.3,34.1,53.9,76.5,Biomass/Wood,3.7,28.8,18.1,49.0,4.8,"Chakma, Marma, Tripura, Bengali","Chakma, Marma, Bengali",45.5,55.7,Low,1,0,17.5,2,Limited,11
Chittagong,Bandarban,Rowangchhari,428.32,52000,121,10,"Agriculture, Forestry",73.5,30,6,1,3,77.0,1,1,2,13,29,80.3,291,21,823.9,59.3,24.4,72.4,1,2,58.8,54.0,Yes,Some,Some,Yes,Some,No,69.2,79.7,42.8,Low,Some,0,10.2,High,High,Low,Medium,High,UDMCs,2,19,0,,Constituency 47,2,1,26.6,0.643,Low,2,3,Medium,24481,3.7,67.7,13.3,19.0,No,85.1,9.5,Low,103.5,43.8,54.9,32.8,34.1,68.7,51.3,No,36.1,No,Yes,No,No,Yes,8,"Karnaphuli, Halda, Feni, Meghna",Chittagong,4.11,23.2,24.6,52.2,27.2,60.3,80.5,Biomass/Wood,2.8,23.3,31.3,38.6,5.4,"Chakma, Marma, Tripura, Bengali","Chakma, Marma, Bengali",50.8,53.5,Low,1,0,14.8,4,Limited,9
Chittagong,Bandarban,Ruma,1083.01,45000,42,8,"Agriculture, Forestry",67.1,30,6,1,2,69.9,1,1,2,11,28,89.7,296,35,1076.2,55.8,24.7,75.7,1,3,68.4,47.8,Yes,Some,Some,Yes,Some,No,63.9,66.3,60.0,Medium,Some,0,8.7,High,High,Low,Medium,High,Partial,3,38,1,10.0,Constituency 48,7,1,19.9,0.6,Medium,2,2,High,22438,2.0,51.1,14.7,34.2,No,78.5,9.0,Low,97.4,45.9,61.8,30.4,36.9,64.4,49.9,No,41.1,No,Yes,No,No,Yes,18,"Karnaphuli, Halda, Feni, Meghna",Chittagong,4.33,23.8,30.5,45.7,31.7,44.2,74.6,Biomass/Wood,3.4,43.1,12.2,39.6,7.1,"Chakma, Marma, Tripura, Bengali","Chakma, Marma, Bengali",55.0,56.1,Low,1,0,14.5,1,Limited,8
Chittagong,Bandarban,Thanchi,1284.03,38000,30,7,"Agriculture, Forestry",66.2,30,5,1,2,74.6,1,1,2,10,23,83.9,292,27,2309.0,62.9,17.1,75.5,1,2,63.5,70.2,Yes,Some,Some,Yes,Some,No,59.4,57.5,71.5,Low,Yes,0,13.5,High,High,Low,Low,High,UDMCs,1,58,0,,Constituency 49,8,1,18.1,0.63,Low,2,1,High,17781,5.3,50.5,8.8,40.7,No,78.9,9.1,Low,95.4,45.6,62.9,34.8,34.2,68.3,49.5,No,36.6,No,Yes,No,No,Partial,27,"Karnaphuli, Halda, Feni, Meghna",Chittagong,4.68,10.6,36.1,53.3,30.5,49.6,69.6,Biomass/Wood,3.8,39.4,16.9,37.5,2.9,"Chakma, Marma, Tripura, Bengali","Chakma, Marma, Bengali",48.1,55.4,Low,1,0,10.3,1,Limited,8
Chittagong,Brahmanbaria,Akhaura,96.83,198000,2045,45,"Trade, Industry",74.5,77,21,4,15,70.2,2,4,9,81,132,79.1,216,84,220.9,72.2,52.2,80.9,7,11,52.0,81.6,Yes,Some,Some,Yes,Some,No,37.6,69.0,66.1,Low,Yes,0,9.4,High,High,Low,Low,High,Partial,14,4,1,14.0,Constituency 50,1,2,8.7,0.682,Medium,7,6,High,101234,4.1,36.3,26.6,37.1,Yes,70.7,5.4,Low,96.0,27.9,68.5,44.7,36.2,78.8,50.7,Yes,27.4,Yes,Yes,No,No,Yes,1,"Karnaphuli, Halda, Feni, Meghna",Chittagong,4.55,22.7,34.1,43.2,31.7,65.1,94.0,LPG/Biomass,2.2,87.7,7.6,0.7,3.9,Bengali,Bengali (Standard),69.6,59.5,Medium,2,3,39.2,28,Full,54
Chittagong,Brahmanbaria,Ashuganj,118.26,215000,1818,40,"Industry, Energy",78.1,94,27,4,12,72.4,2,3,9,86,122,84.8,241,56,95.8,60.8,48.6,82.1,7,15,48.9,73.4,Yes,Some,Some,Yes,Some,No,56.1,68.1,70.0,Medium,Yes,0,9.8,High,High,Low,Medium,High,UDMCs,11,4,1,10.0,Constituency 51,1,3,15.5,0.653,Low,17,12,High,109748,4.7,45.7,21.2,33.1,Yes,68.8,5.3,Medium,102.7,28.1,65.9,45.5,29.0,75.3,47.4,Yes,13.1,Yes,Yes,No,No,Yes,2,"Karnaphuli, Halda, Feni, Meghna",Chittagong,3.83,40.3,45.9,13.8,32.9,63.1,82.0,LPG/Biomass,2.4,89.0,6.5,0.5,3.9,Bengali,Bengali (Standard),70.9,65.5,Medium,2,3,39.1,19,Partial,35
Chittagong,Brahmanbaria,Bancharampur,225.23,268000,1190,18,Agriculture,67.6,116,37,7,15,83.8,3,5,12,100,198,86.3,289,56,550.0,55.7,28.5,65.7,8,19,64.5,55.8,Yes,Some,Some,Yes,Some,No,55.5,61.5,62.5,Low,Some,1,7.1,High,High,Low,Low,High,UDMCs,7,8,0,,Constituency 52,1,3,5.0,0.675,Low,14,14,High,127055,3.0,45.5,10.9,43.6,No,80.2,10.3,Low,102.4,39.4,61.0,24.8,38.2,72.7,55.5,Partial,39.6,No,Yes,No,No,Partial,3,"Karnaphuli, Halda, Feni, Meghna",Chittagong,4.38,25.5,42.7,31.8,44.4,49.9,81.0,Biomass/Wood,2.7,91.6,10.7,0.1,0.0,Bengali,Bengali (Standard),57.8,54.6,Low,2,6,23.4,10,Partial,71
Chittagong,Brahmanbaria,Bijoynagar,178.45,198000,1110,15,Agriculture,70.3,85,27,4,13,75.8,2,3,10,46,120,81.4,281,46,262.6,49.3,31.2,77.4,5,11,45.1,36.6,Yes,Some,Some,Yes,Some,No,63.9,73.1,62.9,Low,Some,1,13.0,High,High,Low,Medium,High,UDMCs,5,6,1,14.0,Constituency 53,1,2,21.2,0.607,Low,18,6,Medium,100193,4.4,51.6,15.6,32.8,No,76.6,10.6,Low,95.2,43.7,56.4,36.1,30.0,69.4,50.2,No,32.7,No,Yes,No,No,Yes,2,"Karnaphuli, Halda, Feni, Meghna",Chittagong,5.11,17.1,39.4,43.5,29.4,54.8,78.7,Biomass/Wood,2.0,91.1,6.1,1.0,1.7,Bengali,Bengali (Standard),41.9,68.9,Low,3,0,24.0,26,Limited,54
Chittagong,Brahmanbaria,Brahmanbaria Sadar,220.63,458000,2077,55,"Trade, Services, Industry",81.5,203,65,12,35,87.0,5,10,21,163,321,81.4,219,33,540.5,76.9,48.3,78.7,14,32,39.1,45.9,Yes,Some,Some,Yes,Some,No,38.7,85.8,77.3,Low,Yes,3,5.9,High,High,Low,Low,High,UDMCs,17,9,1,12.0,Constituency 54,1,5,19.5,0.636,Low,23,15,High,215891,5.8,31.8,28.0,40.2,Yes,83.0,6.6,Medium,100.6,24.5,67.0,49.0,26.1,75.8,54.8,Yes,11.5,No,Yes,No,Yes,Yes,3,"Karnaphuli, Halda, Feni, Meghna",Chittagong,4.22,53.1,31.8,15.1,27.8,51.2,79.3,Gas/LPG,2.4,86.6,12.9,0.1,0.3,Bengali,Bengali (Standard),62.7,64.8,Medium,6,8,51.5,69,Full,123
Chittagong,Brahmanbaria,Kasba,277.45,328000,1182,22,"Agriculture, Trade",77.8,124,46,9,25,75.5,4,6,14,89,207,86.2,264,56,312.0,55.7,33.2,81.7,10,17,54.9,43.1,Yes,Some,Some,Yes,Some,No,40.8,57.1,70.3,Low,Yes,1,7.4,High,High,Low,Medium,High,UDMCs,15,12,0,,Constituency 55,1,4,24.0,0.659,Low,29,17,Medium,156692,4.7,42.2,16.1,41.7,Some,79.0,9.0,Low,99.1,34.9,57.6,38.7,35.8,75.7,50.6,Partial,45.2,No,Yes,Yes,No,Yes,4,"Karnaphuli, Halda, Feni, Meghna",Chittagong,4.83,29.7,29.7,40.6,38.5,54.1,75.8,Biomass/Wood,3.7,88.1,11.1,0.1,0.6,Bengali,Bengali (Standard),44.7,72.5,Low,5,5,21.9,17,Partial,74
Chittagong,Brahmanbaria,Nabinagar,323.92,358000,1106,20,"Agriculture, Trade",72.2,155,39,10,27,70.3,3,7,18,101,257,82.0,292,28,343.1,57.5,15.3,66.2,12,21,60.2,49.7,Yes,Some,Some,Yes,Some,No,56.5,65.6,62.8,Medium,Some,1,9.7,High,High,Low,Medium,High,Partial,11,14,0,,Constituency 56,2,4,17.2,0.628,Medium,35,11,High,174397,5.1,45.5,17.8,36.7,No,83.8,7.1,Low,102.5,44.1,66.3,26.8,34.0,81.8,50.1,Partial,36.4,No,Yes,No,No,Yes,4,"Karnaphuli, Halda, Feni, Meghna",Chittagong,4.79,20.4,41.0,38.6,23.8,48.0,83.2,Biomass/Wood,4.0,85.8,13.6,0.3,0.2,Bengali,Bengali (Standard),42.6,69.8,Low,5,5,15.8,0,Partial,91
Chittagong,Brahmanbaria,Nasirnagar,325.68,298000,915,16,Agriculture,71.7,117,35,8,17,82.7,3,5,15,79,224,80.0,281,42,722.2,62.7,34.0,75.4,10,21,55.3,59.9,Yes,Some,Some,Yes,Some,No,51.8,62.3,54.8,Low,Yes,2,9.3,High,High,Low,Low,High,UDMCs,12,11,0,,Constituency 57,2,3,10.7,0.619,Low,26,17,High,143496,4.3,53.1,7.2,39.7,No,75.5,10.6,Low,99.5,36.2,60.6,33.5,38.9,64.1,51.2,Partial,20.8,No,Yes,Yes,No,Yes,6,"Karnaphuli, Halda, Feni, Meghna",Chittagong,5.05,18.4,32.0,49.6,32.4,42.0,75.0,Biomass/Wood,3.1,92.4,11.3,0.9,0.0,Bengali,Bengali (Standard),48.1,67.7,Low,3,5,23.4,29,Partial,48
Chittagong,Brahmanbaria,Sarail,178.45,268000,1502,18,"Agriculture, Trade",73.3,101,37,7,16,74.3,3,5,14,115,167,85.4,268,60,400.2,60.6,23.3,71.7,8,17,69.5,62.1,Yes,Some,Some,Yes,Some,No,61.8,74.2,75.2,Low,Yes,1,6.9,High,High,Low,Medium,High,UDMCs,7,8,0,,Constituency 58,1,3,21.8,0.635,Low,19,11,Medium,126852,3.3,39.9,16.5,43.6,No,77.4,10.1,Low,101.2,43.1,65.9,27.8,30.8,71.8,49.9,Partial,45.5,Yes,Yes,No,No,Yes,2,"Karnaphuli, Halda, Feni, Meghna",Chittagong,4.66,25.7,36.7,37.6,39.7,34.3,68.8,Biomass/Wood,3.5,92.3,7.9,0.2,0.0,Bengali,Bengali (Standard),47.3,40.8,Low,4,5,23.2,27,Partial,52
