Division,District,Thana / Police Station,Thana Type,Area (km²),Population,Density (/km²),Year Estd.,OC Rank,Annual FIRs,Annual GDs,Flood Risk,Officers,Constables,Vehicles,Outposts,Detection Rate (%),Lockup,Male Pop.,Female Pop.,Urban Pop. (%),Working Age Pop.,Literacy Rate (%),Avg. HH Size,Total Roads (km),Paved Road (%),Electricity (%),Internet Users (%),Mobile Banking (%),Bank Branches,Hospitals/Clinics,Primary Schools,Weekly Markets,4G Coverage,Total Crimes (annual),Murder Cases,Robbery Cases,Theft Cases,Narcotics Cases,GBV/VAW Cases,Human Trafficking Risk,Cyclone Risk,Drought Risk,EPZ Zone,Port/Ferry Terminal,Border/Land Port,Tourist Area,River Police,Ethnic Minority Area,Poverty Rate (%),Agriculture Workers (%),Industry Workers (%),Service Workers (%),Unemployment (%),E-Commerce Activity,Remittance Dependency
Chittagong,Chittagong,Double Mooring,Metropolitan,10,187814,18781,1947,Additional SP,181,1126,High,42,129,6,0,36.5,1,97304,89882,90,109266,73.9,4.55,13.7,74.4,80.9,69.5,70.2,4,2,61,10,Full,682,3,11,212,12,3,Low,High,Low,No,No,No,No,No,No,5.0,10.1,43.5,46.4,3.5,High,Low
Chittagong,Chittagong,Pahartali,Metropolitan,22,171214,7782,1952,Inspector,281,805,High,43,134,6,0,65.4,1,87372,83521,90,110893,77.9,3.88,27.1,71.1,80.0,72.7,66.8,3,1,37,8,Full,879,2,11,364,12,3,Medium,High,Low,No,No,No,No,No,Yes,5.0,14.0,32.6,53.4,5.8,High,Low
Chittagong,Chittagong,Panchlaish,Metropolitan,14,166394,11885,1960,Inspector,246,814,High,36,110,3,0,48.4,1,83405,78516,90,101496,88.8,4.72,14.2,79.4,79.9,83.2,74.9,3,2,45,8,Full,820,4,14,259,6,4,Low,High,Low,No,No,No,No,No,Yes,7.6,17.9,37.1,45.0,4.0,High,Low
Chittagong,Chittagong,Chandgaon,Metropolitan,18,180485,10027,1965,Inspector,294,965,High,38,153,6,0,58.0,1,102885,96956,90,121657,76.3,4.18,17.0,66.0,80.1,67.5,76.7,5,2,64,10,Full,821,7,14,396,13,12,Low,High,Low,No,No,No,No,No,Yes,5.3,11.1,44.3,44.6,3.6,High,Low
Chittagong,Chittagong,Bayazid Bostami,Metropolitan,25,156945,6278,1980,Inspector,160,738,High,29,114,3,0,55.9,1,69739,71269,90,91278,81.7,4.41,27.0,73.9,72.0,60.8,76.0,2,1,34,7,Full,550,4,14,236,11,2,Medium,High,Low,No,No,No,No,No,No,7.4,13.3,35.9,50.8,5.7,High,Medium
Chittagong,Chittagong,Khulshi,Metropolitan,20,137670,6884,1985,Inspector,204,738,High,21,88,3,0,58.7,1,61094,62295,90,73729,83.9,4.18,22.9,77.8,84.5,63.6,86.5,4,1,36,8,Full,565,4,7,196,6,4,Medium,High,Low,No,No,No,No,No,No,9.1,14.8,37.7,47.5,3.8,High,Medium
Chittagong,Chittagong,Halishahar,Metropolitan,16,159592,9974,1975,Inspector,229,725,High,32,108,3,0,53.4,1,84362,86708,90,103983,78.8,3.56,29.4,86.8,82.3,59.8,81.2,4,2,49,9,Full,725,7,14,228,12,10,Medium,High,Low,No,No,No,No,No,Yes,7.3,10.0,30.9,59.1,3.7,High,Medium
Chittagong,Chittagong,Bandar,City,22,192781,8763,1890,Inspector,209,868,High,51,139,5,0,54.6,1,92666,93975,70,119157,77.0,4.63,24.3,75.7,79.1,51.5,79.3,6,2,55,9,Full,508,5,15,180,10,9,Low,High,Low,No,No,No,No,No,No,6.0,20.4,36.3,43.3,5.0,High,Low
Chittagong,Chittagong,Patenga,Industrial,18,127552,7086,1970,Inspector,200,625,High,27,73,3,0,84.4,0,57265,59025,55,73919,79.6,4.28,36.9,54.4,60.5,40.6,71.8,3,1,32,8,Full,428,4,11,200,7,4,Medium,High,Low,No,No,No,No,No,Yes,14.3,34.0,35.2,30.8,4.1,Medium,Medium
Chittagong,Chittagong,EPZ Ctg,Industrial,12,89425,7452,1983,Inspector,138,535,High,30,71,2,0,68.1,0,51572,49850,55,65590,77.5,4.13,14.5,53.9,82.7,48.0,72.5,2,1,24,4,Full,299,2,9,135,9,5,Low,High,Low,Yes,No,No,No,No,Yes,6.0,28.8,32.3,38.9,2.9,Medium,Low
Chittagong,Chittagong,Bakalia,Metropolitan,12,210641,17553,1990,Inspector,350,1052,High,54,145,6,0,35.0,1,109193,104421,90,130322,79.3,4.23,19.2,74.6,83.2,67.7,84.2,5,2,48,12,Full,943,1,10,369,14,8,Low,High,Low,No,No,No,No,No,Yes,12.5,10.6,34.1,55.3,4.1,High,Low
Chittagong,Chittagong,Akbar Shah,Metropolitan,15,138582,9239,1995,Inspector,226,748,High,25,79,2,0,92.0,1,73782,68573,90,87268,75.4,4.54,20.4,70.3,75.3,67.0,73.9,4,1,41,8,Full,603,3,13,252,11,7,Medium,High,Low,No,No,No,No,No,No,5.0,19.2,33.9,46.9,3.9,High,Medium
Chittagong,Chittagong,Karnaphuli,Industrial,42,143883,3426,2010,Inspector,245,784,High,29,101,2,0,61.2,0,71800,66558,55,86331,69.1,4.71,57.1,67.5,61.8,48.2,66.2,4,1,35,6,Full,333,3,10,114,9,3,Medium,High,Low,No,No,No,No,No,No,14.8,25.1,37.8,37.1,5.7,Medium,Low
Chittagong,Chittagong,Chattogram Port,Industrial,8,67737,8467,1947,Inspector,88,403,High,15,40,2,0,71.8,0,37348,37142,55,44364,74.9,4.39,5.8,58.9,69.1,51.0,69.0,1,0,21,4,Full,221,1,3,91,2,2,Medium,High,Low,No,Yes,No,No,No,No,13.8,25.0,27.2,47.8,5.0,Medium,Low
Chittagong,Chittagong,South Khulshi,Metropolitan,18,129227,7179,2000,Inspector,133,741,High,30,84,2,0,60.5,1,59435,57088,90,74498,68.1,4.7,30.8,76.6,80.2,49.2,84.2,3,1,42,7,Full,450,3,9,136,7,5,Medium,High,Low,No,No,No,No,No,No,5.0,25.2,39.8,35.0,4.6,High,Low
Chittagong,Chittagong,Anwara,Industrial,242,126272,522,1920,Inspector,144,577,High,32,83,3,1,54.1,0,66774,65430,55,86726,77.3,3.96,271.8,68.3,66.5,44.2,67.8,5,1,34,6,Full,341,4,10,112,7,2,Low,High,Low,No,No,No,No,No,Yes,15.8,29.5,28.3,42.2,5.8,Medium,Low
Chittagong,Chittagong,Banshkhali,Rural,381,190300,499,1910,Inspector,256,854,High,39,116,5,4,65.5,0,106605,101993,12,127977,65.1,4.0,421.8,42.6,63.2,19.7,51.9,5,1,60,13,Limited,329,6,11,149,7,9,Low,High,Low,No,No,No,No,No,No,20.8,41.1,16.1,42.8,5.3,Low,Low
Chittagong,Chittagong,Boalkhali,Industrial,134,118449,884,1930,Inspector,168,630,High,32,101,4,1,74.8,0,70630,66147,55,83714,74.8,4.09,162.8,57.1,69.9,45.8,80.5,3,1,29,6,Full,463,2,3,221,13,5,Low,High,Low,No,No,No,No,No,Yes,9.7,37.5,35.2,27.3,4.9,Medium,Medium
Chittagong,Chittagong,Chandanaish,Rural,176,127280,723,1932,Inspector,214,662,High,21,86,2,1,76.7,0,56469,57225,12,70595,67.9,4.83,340.1,33.5,52.1,23.8,55.9,2,1,35,6,Limited,275,3,6,131,7,2,Low,High,Low,No,No,No,No,No,Yes,21.1,50.3,18.2,31.5,3.6,Low,Medium
Chittagong,Chittagong,Fatikchhari,Rural,878,233880,266,1908,Inspector,282,1169,High,57,140,7,11,51.1,0,113502,106646,12,138871,65.0,4.61,1291.1,45.5,59.3,17.3,46.7,7,2,79,12,Limited,497,4,19,215,23,13,Low,High,Low,No,No,No,No,No,Yes,22.2,42.2,22.5,35.3,6.6,Low,Medium
Chittagong,Chittagong,Hathazari,Rural,238,219395,922,1918,Inspector,369,1050,High,56,162,8,1,51.8,0,106466,108744,12,129043,66.2,4.43,185.3,43.0,65.9,23.6,74.7,7,2,66,9,Limited,291,3,9,106,16,9,Low,High,Low,No,No,No,No,No,Yes,27.3,51.8,11.4,36.8,5.9,Low,Medium
Chittagong,Chittagong,Lohagara,Rural,245,130973,535,1928,Inspector,228,770,High,29,77,3,3,54.8,0,69673,67060,12,79355,70.6,5.12,524.0,36.4,52.6,23.4,61.9,4,1,42,7,Limited,231,2,9,85,12,7,Low,High,Low,No,No,No,No,No,No,23.8,49.0,8.5,42.5,3.6,Low,Low
Chittagong,Chittagong,Mirsharai,Industrial,493,237082,481,1915,Inspector,269,1406,High,46,180,6,4,58.0,0,118094,120265,55,147594,71.4,3.84,537.8,57.8,60.2,39.4,65.6,5,2,57,9,Full,820,7,9,327,21,9,Low,High,Low,No,No,No,No,No,No,14.6,28.6,35.3,36.1,3.9,Medium,Low
Chittagong,Chittagong,Patiya,Industrial,249,205054,824,1920,Inspector,313,834,High,45,111,6,2,63.7,0,119784,116574,55,146789,75.4,4.0,233.1,55.3,75.9,45.3,68.9,6,3,71,15,Full,568,3,8,239,15,6,Low,High,Low,No,No,No,No,No,No,10.2,36.2,26.0,37.8,3.5,Medium,Low
Chittagong,Chittagong,Rangunia,Rural,367,181739,495,1922,Inspector,317,814,High,40,103,6,2,50.7,0,81106,78202,12,97233,72.6,4.08,447.7,40.2,56.1,19.9,69.8,3,1,39,9,Limited,266,2,8,106,8,9,Low,High,Low,No,No,No,No,No,Yes,12.3,60.5,9.1,30.4,5.3,Low,Medium
Chittagong,Chittagong,Raozan,Industrial,195,169388,869,1925,Inspector,236,879,High,49,121,4,2,80.0,0,83687,84154,55,105673,67.2,4.02,218.0,65.2,58.7,45.2,76.5,6,1,43,9,Full,545,4,6,165,9,4,Low,High,Low,No,No,No,No,No,Yes,13.7,31.6,24.2,44.2,3.7,Medium,Low
Chittagong,Chittagong,Sandwip,Coastal,762,191702,252,1900,Inspector,330,1102,High,43,111,5,8,76.6,0,88703,90278,18,109602,76.5,4.44,776.7,43.0,70.3,32.4,60.2,4,2,54,8,Partial,408,2,8,195,11,10,High,High,Low,No,No,No,No,No,Yes,22.3,37.9,10.5,51.6,2.4,Low,Low
Chittagong,Chittagong,Satkania,Rural,393,164667,419,1918,Inspector,186,920,High,31,106,4,5,61.1,0,99440,93994,12,126518,69.6,4.67,249.1,38.2,51.7,16.3,59.9,3,2,47,12,Limited,283,2,6,92,9,9,Medium,High,Low,No,No,No,No,No,Yes,15.8,56.8,18.1,25.1,6.7,Low,Low
Chittagong,Chittagong,Sitakunda,Industrial,487,208175,427,1915,Inspector,267,1238,High,51,121,6,6,63.8,0,101596,100564,55,129526,75.4,4.31,448.2,50.8,77.1,49.4,53.6,5,2,62,8,Full,563,7,9,225,8,3,Medium,High,Low,No,No,No,No,No,No,8.0,36.8,33.4,29.8,5.2,Medium,Medium
Chittagong,Cox's Bazar,Cox's Bazar Sadar,Tourism,185,209408,1132,1890,Inspector,362,1158,High,49,186,7,1,55.1,0,106223,107565,35,135063,76.8,3.93,154.8,62.6,59.8,29.9,51.3,8,2,64,14,Partial,561,5,9,196,15,10,Low,High,Low,No,No,No,Yes,No,Yes,15.7,44.0,16.8,39.2,4.0,Medium,Low
Chittagong,Cox's Bazar,Chakaria,Rural,727,219308,302,1918,Inspector,328,1165,High,59,166,5,4,71.4,0,113071,104923,12,127221,71.7,3.82,827.3,33.0,48.5,21.1,66.0,7,2,56,11,Limited,510,9,12,245,18,4,Low,High,Low,No,No,No,No,No,Yes,17.4,51.5,8.5,40.0,5.7,Low,Medium
Chittagong,Cox's Bazar,Kutubdia,Coastal,217,72101,332,1920,Inspector,69,342,High,15,37,1,2,55.4,0,37554,38547,18,44286,71.8,3.83,230.1,30.6,48.9,25.5,66.8,2,0,24,4,Partial,185,1,4,56,5,2,High,High,Low,No,No,No,No,No,No,21.0,45.8,16.5,37.7,6.8,Low,Medium
Chittagong,Cox's Bazar,Maheshkhali,Coastal,394,152271,386,1918,Inspector,190,880,High,34,97,3,3,57.9,0,81562,76567,18,98099,72.7,5.02,517.9,41.1,52.3,11.0,65.7,5,2,50,10,Partial,288,4,4,102,9,3,High,High,Low,No,No,No,No,No,Yes,24.0,32.0,24.7,43.3,5.6,Low,Low
Chittagong,Cox's Bazar,Pekua,Coastal,232,82903,357,1965,Inspector,121,347,High,15,45,2,3,43.3,0,38448,38634,18,46665,70.0,4.46,324.9,28.5,59.4,20.8,56.1,2,0,27,5,Partial,130,2,2,44,6,2,High,High,Low,No,No,No,No,No,Yes,22.3,60.4,12.3,27.3,2.0,Low,Low
Chittagong,Cox's Bazar,Ramu,Tourism,599,114721,192,1920,Inspector,118,609,High,32,63,4,6,48.3,0,59333,58054,35,74982,73.0,4.08,413.1,39.0,62.5,32.0,61.1,3,1,43,8,Partial,433,2,12,202,8,8,Medium,High,Low,No,No,No,Yes,No,No,19.1,38.0,21.9,40.1,5.3,Medium,Low
Chittagong,Cox's Bazar,Teknaf,Border,413,114508,277,1918,Inspector,185,482,High,21,85,2,3,70.2,0,67356,66447,22,79417,74.8,4.55,524.8,46.2,64.3,47.9,60.2,3,1,34,7,Partial,534,3,8,204,3,5,High,High,Low,No,No,Yes,No,No,Yes,21.6,42.2,22.8,35.0,4.7,Low,Low
Chittagong,Cox's Bazar,Ukhia,Border,441,131254,298,1940,Inspector,139,694,High,29,74,4,4,50.5,0,66871,66094,22,84521,73.2,4.32,290.2,22.8,44.1,23.2,62.1,4,1,39,6,Partial,513,2,7,254,11,4,High,High,Low,No,No,Yes,No,No,Yes,25.2,39.8,15.6,44.6,5.0,Low,Low
Chittagong,Cox's Bazar,Hnila,Border,155,46615,301,2008,Sub-Inspector,61,279,High,11,23,1,2,58.7,0,23628,23910,22,30719,68.7,4.51,120.0,35.9,71.8,16.2,48.5,1,0,10,2,Partial,224,1,1,68,1,1,High,High,Low,No,No,Yes,No,No,Yes,22.3,44.6,22.0,33.4,3.9,Low,Medium
Chittagong,Comilla,Kotwali Comilla,City,55,258076,4692,1870,Inspector,398,1162,High,62,150,7,0,64.0,1,120934,116750,70,150502,73.0,4.25,56.9,77.5,77.5,60.1,88.0,6,2,72,15,Full,870,4,24,273,21,9,Low,High,Low,No,No,No,No,No,Yes,6.2,19.7,28.4,51.9,4.2,High,Medium
Chittagong,Comilla,Adarsha Sadar,Sadar,168,177925,1059,1982,Inspector,301,874,High,46,126,4,1,84.4,1,88835,85683,45,114352,70.8,3.83,290.6,50.7,69.4,56.2,62.6,5,1,47,10,Full,533,5,13,179,8,9,Medium,High,Low,No,No,No,No,No,No,19.8,23.4,28.6,48.0,4.6,Medium,Low
Chittagong,Comilla,Barura,Rural,249,136297,547,1920,Inspector,136,627,High,32,84,4,3,64.3,0,73955,76313,12,92163,73.2,4.03,339.3,51.6,57.2,20.8,73.0,4,1,42,9,Limited,209,4,5,67,13,4,Low,High,Low,No,No,No,No,No,No,23.0,60.4,10.7,28.9,4.8,Low,Medium
Chittagong,Comilla,Brahmanpara,Rural,180,104424,580,1928,Inspector,132,447,High,31,72,3,2,83.9,0,53414,55491,12,71851,72.4,3.98,159.1,48.5,64.6,21.5,62.2,2,1,34,6,Limited,159,4,6,60,5,3,Low,High,Low,No,No,No,No,No,No,10.4,55.8,19.3,24.9,2.7,Low,Low
Chittagong,Comilla,Burichang,Rural,177,126368,714,1930,Inspector,184,735,High,28,108,2,2,43.8,0,62304,62496,12,78107,64.4,4.46,263.5,46.7,52.5,20.8,47.7,4,1,41,9,Limited,227,4,9,94,8,3,Medium,High,Low,No,No,No,No,No,No,21.5,56.0,11.0,33.0,5.1,Low,Low
Chittagong,Comilla,Chandina,Rural,226,150848,667,1922,Inspector,243,714,High,40,110,6,2,70.4,0,82749,85438,12,97834,67.2,4.32,187.0,34.6,52.8,31.2,52.1,4,2,51,10,Limited,236,2,16,80,16,7,Low,High,Low,No,No,No,No,No,Yes,18.6,42.9,12.7,44.4,3.2,Low,Low
Chittagong,Comilla,Chauddagram,Industrial,304,169707,558,1918,Inspector,201,805,High,40,128,6,3,39.8,0,95682,98922,55,123789,76.9,4.4,356.7,63.3,72.1,50.7,65.0,5,1,52,7,Full,458,5,11,171,16,5,Low,High,Low,No,No,No,No,No,Yes,9.1,29.6,19.4,51.0,6.1,Medium,Low
Chittagong,Comilla,Daudkandi,River,341,183640,539,1920,Inspector,166,915,High,52,141,8,4,54.4,0,100461,98472,14,118133,66.6,4.57,391.8,39.4,50.4,23.9,63.9,3,1,55,12,Limited,310,6,13,113,6,4,Low,High,Low,No,No,No,No,Yes,No,19.8,52.1,11.6,36.3,3.6,Low,Medium
Chittagong,Comilla,Debidwar,Rural,265,196277,741,1922,Inspector,342,789,High,47,144,4,2,52.0,0,92284,93543,12,113351,71.5,4.9,565.8,45.0,57.4,38.5,63.5,6,1,52,10,Limited,254,7,11,104,12,3,Low,High,Low,No,No,No,No,No,Yes,25.9,51.9,12.2,35.9,4.7,Low,Medium
Chittagong,Comilla,Homna,River,168,91075,542,1930,Inspector,105,480,High,21,52,2,2,92.0,0,47765,46039,14,61561,69.1,4.45,281.9,37.5,55.4,25.3,49.0,3,0,25,4,Limited,191,2,7,94,4,5,Low,High,Low,No,No,No,No,Yes,Yes,22.5,51.4,27.8,20.8,7.2,Low,Medium
Chittagong,Comilla,Laksam,Industrial,131,130116,993,1915,Inspector,116,678,High,25,86,3,1,39.5,0,59162,54644,55,69558,69.1,4.55,127.8,63.4,79.7,53.0,70.3,2,1,41,7,Full,380,2,3,136,11,5,Low,High,Low,No,No,No,No,No,Yes,9.3,39.7,24.9,35.4,5.5,Medium,Low
Chittagong,Comilla,Lalmai,Rural,95,71550,753,1960,Inspector,72,423,High,17,42,2,1,80.6,0,40419,37778,12,46219,67.0,4.27,110.0,33.4,68.0,25.8,61.4,2,0,24,4,Limited,148,2,3,73,3,1,Low,High,Low,No,No,No,No,No,No,31.7,61.6,21.0,17.4,4.9,Low,Low
Chittagong,Comilla,Manoharganj,Rural,212,127427,601,1932,Inspector,185,595,High,32,97,5,2,59.7,0,63576,65936,12,75444,67.6,4.67,442.2,33.3,59.4,11.6,65.6,3,1,34,7,Limited,208,3,10,96,6,2,Low,High,Low,No,No,No,No,No,No,15.0,47.1,19.0,33.9,4.7,Low,Low
Chittagong,Comilla,Meghna,River,139,84876,611,1938,Inspector,105,451,High,18,55,2,1,51.8,0,47259,46318,14,56720,61.2,3.98,235.4,39.7,61.6,19.7,64.0,2,1,26,5,Limited,128,1,7,53,8,3,Low,High,Low,No,No,No,No,Yes,Yes,24.4,42.9,11.2,45.9,6.2,Low,Low
Chittagong,Comilla,Muradnagar,Industrial,343,221218,645,1920,Inspector,319,1187,High,39,166,3,3,92.0,0,105537,103608,55,129514,76.8,4.2,479.1,60.5,68.2,38.0,77.7,7,2,56,13,Full,557,4,14,197,8,10,Medium,High,Low,No,No,No,No,No,Yes,11.1,28.9,23.9,47.2,6.6,Medium,Medium
Chittagong,Comilla,Nangalkot,Rural,268,164135,612,1928,Inspector,185,686,High,40,107,4,2,46.0,0,75592,78160,12,90594,70.9,4.46,279.3,41.6,62.5,40.5,61.5,5,1,44,9,Limited,238,5,3,87,7,4,Low,High,Low,No,No,No,No,No,No,18.4,65.4,12.2,22.4,3.7,Low,Low
Chittagong,Comilla,Titas,River,216,113881,527,1932,Inspector,177,510,High,23,77,2,2,49.4,0,58237,60384,14,72927,75.0,4.72,316.8,27.8,55.9,19.9,66.9,3,1,34,7,Limited,246,2,9,89,10,3,Medium,High,Low,No,No,No,No,Yes,No,21.8,55.1,15.9,29.0,4.1,Low,Medium
Chittagong,Brahmanbaria,Brahmanbaria Sadar,City,132,222752,1688,1882,Inspector,308,927,High,54,155,5,1,70.1,1,110425,109655,70,137107,74.5,3.93,144.5,82.6,76.3,52.4,72.6,6,2,64,16,Full,958,3,17,290,14,6,Low,High,Low,No,No,No,No,No,Yes,6.1,19.3,33.9,46.8,5.0,High,Low
Chittagong,Brahmanbaria,Akhaura,Border,97,90377,932,1920,Inspector,119,445,High,27,81,4,0,61.4,0,49594,48503,22,57408,72.8,4.27,164.5,39.8,51.2,29.5,53.2,2,1,28,4,Partial,440,2,2,164,8,4,High,High,Low,No,No,Yes,No,No,No,10.1,51.4,21.1,27.5,4.4,Low,Low
Chittagong,Brahmanbaria,Ashuganj,Industrial,118,116379,986,1970,Inspector,141,574,High,28,68,2,1,56.0,0,54530,51648,55,63853,77.0,4.08,109.3,63.9,81.1,46.1,58.0,4,1,35,7,Full,324,3,6,117,4,3,Low,High,Low,No,No,No,No,No,Yes,5.0,33.6,25.7,40.7,5.1,Medium,Low
Chittagong,Brahmanbaria,Bancharampur,Rural,225,128631,572,1928,Inspector,180,524,High,34,82,3,3,63.5,0,73034,69974,12,88029,72.8,4.88,263.4,38.5,55.8,23.9,51.9,3,1,47,8,Limited,191,3,13,62,14,6,Medium,High,Low,No,No,No,No,No,Yes,32.5,44.0,19.1,36.9,3.4,Low,Medium
Chittagong,Brahmanbaria,Bijoynagar,Rural,178,102562,576,1940,Inspector,152,551,High,21,75,2,1,58.9,0,54441,51442,12,63378,70.4,4.58,114.8,42.6,57.7,28.5,46.9,3,1,24,6,Limited,185,3,4,86,8,5,Low,High,Low,No,No,No,No,No,No,20.9,50.7,12.0,37.3,3.0,Low,Low
Chittagong,Brahmanbaria,Kasba,Border,277,152689,551,1920,Inspector,153,646,High,34,116,3,3,76.0,0,82471,79914,22,104581,64.5,4.89,438.6,40.6,67.0,21.8,62.1,4,2,44,8,Partial,692,5,6,309,14,6,High,High,Low,No,No,Yes,No,No,Yes,20.8,45.4,26.4,28.2,2.0,Low,Low
Chittagong,Brahmanbaria,Nabinagar,Rural,324,169389,523,1922,Inspector,206,982,High,36,100,5,3,67.9,0,96597,90374,12,117414,61.9,4.17,509.5,33.3,44.8,28.3,55.5,4,2,54,11,Limited,272,2,13,124,6,7,Low,High,Low,No,No,No,No,No,No,28.8,57.0,10.0,33.0,4.7,Low,Medium
Chittagong,Brahmanbaria,Nasirnagar,Rural,326,135400,415,1928,Inspector,175,752,High,24,87,3,4,71.0,0,76393,70650,12,88836,60.7,5.05,557.7,35.9,57.7,21.9,64.1,4,1,39,8,Limited,224,5,7,110,5,8,Medium,High,Low,No,No,No,No,No,Yes,21.6,56.6,13.3,30.1,5.7,Low,Medium
Chittagong,Brahmanbaria,Sarail,Rural,178,142405,800,1930,Inspector,226,610,High,35,88,5,2,67.3,0,64846,63091,12,84168,65.8,4.19,335.3,37.7,57.2,26.9,65.6,3,1,42,6,Limited,249,3,5,83,5,4,Medium,High,Low,No,No,No,No,No,No,21.8,46.1,14.2,39.7,3.2,Low,Medium
Chittagong,Brahmanbaria,Akhaura Land Port,Border,18,18417,1023,2005,Sub-Inspector,50,200,High,8,15,1,0,68.4,0,9993,9790,22,11599,70.7,4.73,21.2,48.9,49.3,29.8,67.7,0,0,5,1,Partial,71,0,1,35,1,0,High,High,Low,No,Yes,Yes,No,No,Yes,14.5,37.5,15.6,46.9,4.6,Low,Low
Chittagong,Brahmanbaria,Ashuganj Ferry,River,25,28896,1156,2000,Sub-Inspector,50,200,High,8,20,1,0,42.4,0,16672,15803,14,21197,66.4,4.62,38.2,37.7,47.6,18.6,47.0,0,0,9,1,Limited,60,1,1,18,1,0,Medium,High,Low,No,Yes,No,No,Yes,No,15.5,52.8,24.2,23.0,4.6,Low,Low
Chittagong,Chandpur,Chandpur Sadar,River,148,185520,1254,1878,Inspector,289,769,High,38,156,5,1,70.4,0,98582,93416,14,122746,69.2,4.47,205.6,35.5,51.7,24.9,44.1,6,2,54,10,Limited,380,4,6,127,11,9,Low,High,Low,No,No,No,No,Yes,No,24.6,50.1,6.3,43.6,6.4,Low,Low
Chittagong,Chandpur,Faridganj,River,260,148855,573,1920,Inspector,143,628,High,33,80,5,2,66.5,0,81503,78654,14,105578,68.7,3.8,459.1,51.2,67.9,16.2,58.0,4,1,48,9,Limited,236,3,9,86,12,3,Low,High,Low,No,No,No,No,Yes,Yes,18.2,50.6,16.0,33.4,4.4,Low,Low
Chittagong,Chandpur,Haimchar,River,155,76276,492,1932,Inspector,129,341,High,16,42,2,1,81.3,0,36767,34463,14,44945,68.0,4.34,226.8,48.7,69.0,26.6,69.4,2,0,19,3,Limited,133,2,7,63,3,2,Medium,High,Low,No,No,No,No,Yes,No,15.9,42.1,15.0,42.9,3.5,Low,Low
Chittagong,Chandpur,Haziganj,Rural,197,120663,613,1928,Inspector,207,644,High,25,61,3,2,73.8,0,62299,62772,12,74717,72.9,4.06,219.7,37.5,61.9,20.7,43.0,2,1,33,7,Limited,286,3,6,124,4,4,Medium,High,Low,No,No,No,No,No,No,17.1,56.6,23.4,20.0,2.7,Low,Low
Chittagong,Chandpur,Kachua,Rural,277,142178,513,1930,Inspector,157,654,High,29,106,4,1,64.9,0,64861,63756,12,79001,71.2,3.8,573.2,29.1,55.1,34.7,56.1,3,1,42,7,Limited,207,1,5,100,10,4,Low,High,Low,No,No,No,No,No,No,24.5,48.5,18.3,33.2,6.0,Low,Medium
Chittagong,Chandpur,Matlab Dakshin,River,215,108256,504,1930,Inspector,188,522,High,22,79,3,2,65.3,0,55484,51589,14,63223,70.3,5.0,149.2,55.4,52.9,24.7,64.5,3,1,35,7,Limited,201,2,3,80,5,2,Medium,High,Low,No,No,No,No,Yes,No,25.5,47.2,21.4,31.4,3.9,Low,Medium
Chittagong,Chandpur,Matlab Uttar,River,227,133515,588,1928,Inspector,209,777,High,27,90,3,2,64.4,0,58832,59724,14,74098,72.2,3.94,398.6,36.4,47.2,26.3,56.4,4,1,34,6,Limited,227,2,3,110,4,5,Low,High,Low,No,No,No,No,Yes,Yes,12.5,54.3,5.2,40.5,5.5,Low,Low
Chittagong,Chandpur,Shahrasti,Rural,168,97292,579,1932,Inspector,142,474,High,27,58,2,1,56.6,0,49595,46786,12,61730,67.6,4.38,164.0,44.2,59.1,25.6,49.6,2,1,31,5,Limited,186,1,9,62,8,5,Medium,High,Low,No,No,No,No,No,No,17.4,50.4,8.0,41.6,4.8,Low,Low
Chittagong,Chandpur,Hajiganj,River,105,75599,720,2005,Sub-Inspector,118,357,High,20,52,2,1,53.3,0,35495,36943,14,47601,63.2,4.36,97.7,44.0,61.2,30.1,65.8,1,0,23,4,Limited,152,0,4,70,5,3,Low,High,Low,No,No,No,No,Yes,No,6.5,41.5,17.0,41.5,5.3,Low,Medium
Chittagong,Feni,Feni Sadar,City,132,226930,1719,1882,Inspector,340,1356,High,62,132,8,1,68.4,1,105817,100625,70,123893,72.7,3.7,137.3,77.6,75.3,43.6,75.8,6,2,66,14,Full,770,3,19,246,8,4,Low,High,Low,No,No,No,No,No,No,11.5,20.3,39.2,40.5,5.7,High,Medium
Chittagong,Feni,Chhagalnaiya,Rural,196,115004,587,1928,Inspector,150,667,High,32,93,3,2,64.2,0,61242,57036,12,75964,77.6,4.4,189.9,39.4,45.2,27.5,53.9,3,1,30,7,Limited,253,2,5,105,5,2,Low,High,Low,No,No,No,No,No,Yes,25.4,55.1,19.7,25.2,4.2,Low,Medium
Chittagong,Feni,Daganbhuiyan,Rural,376,146654,390,1920,Inspector,207,728,High,34,112,5,3,54.5,0,84438,78392,12,107185,71.7,5.1,565.2,36.6,59.4,17.8,54.4,4,1,35,8,Limited,272,5,11,110,5,3,Low,High,Low,No,No,No,No,No,No,19.0,41.5,6.8,51.7,4.7,Low,Medium
Chittagong,Feni,Fulgazi,Rural,168,78133,465,1935,Inspector,116,314,High,24,69,2,1,59.8,0,38127,38882,12,46772,71.5,4.52,360.4,42.1,64.7,32.3,64.2,2,0,27,5,Limited,156,1,3,67,8,3,Low,High,Low,No,No,No,No,No,Yes,23.5,45.0,5.6,49.4,5.6,Low,Low
